word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
now;3020;5.90;1.3740;39;92;91;34
pass;3021;5.90;1.4321;968;1025;1509;557
peak;3022;5.90;1.5940;NA;3239;4983;4314
permit;3023;5.90;0.9742;NA;2649;3678;NA
personally;3024;5.90;1.0738;3457;4157;4544;NA
planes;3025;5.90;1.6812;NA;NA;3386;4767
ratings;3026;5.90;1.2657;NA;NA;3187;NA
recording;3027;5.90;1.1473;2854;3905;3510;NA
replies;3028;5.90;0.9530;4330;NA;NA;NA
results;3029;5.90;1.3740;1768;419;381;NA
retail;3030;5.90;1.0351;3375;NA;2059;NA
scenes;3031;5.90;1.2164;3926;3506;3543;4083
scores;3032;5.90;1.1294;4814;3518;3265;NA
seattle;3033;5.90;1.2657;2250;NA;1932;NA
settlement;3034;5.90;1.5017;NA;1979;1287;NA
speak;3035;5.90;1.2164;1188;905;1856;604
stanford;3036;5.90;1.7642;NA;NA;3081;NA
strategic;3037;5.90;1.4743;NA;3344;3356;NA
symbols;3038;5.90;1.1112;NA;3639;NA;NA
talked;3039;5.90;1.2657;2114;3067;3105;2249
thousand;3040;5.90;0.8631;3932;949;4842;739
twenty;3041;5.90;1.0546;NA;620;NA;1579
winter;3042;5.90;2.1783;785;1508;1459;1062
yeah;3043;5.90;1.1473;192;NA;NA;64
angle;3044;5.90;1.3578;NA;2118;NA;NA
bun;3045;5.90;1.3881;NA;NA;NA;3399
displayed;3046;5.90;1.1039;NA;3897;NA;NA
dolly;3047;5.90;1.3423;NA;NA;NA;3803
illustrate;3048;5.90;1.4895;NA;3979;NA;NA
pockets;3049;5.90;1.4178;NA;NA;NA;2377
puppet;3050;5.90;1.7588;NA;NA;NA;4261
sensory;3051;5.90;1.3423;NA;4954;NA;NA
grande;3052;5.90;1.4621;NA;NA;NA;3571
mixture;3053;5.90;1.2071;NA;2744;NA;NA
myth;3054;5.90;1.4178;NA;4209;NA;NA
admiral;3055;5.89;1.4024;NA;4925;NA;NA
intensity;3056;5.89;1.3061;NA;2560;NA;NA
access;3057;5.88;1.2558;2090;1311;1545;NA
adobe;3058;5.88;1.2395;3826;NA;NA;NA
airport;3059;5.88;1.8477;1133;NA;1798;NA
allied;3060;5.88;1.1542;NA;4154;4862;NA
applications;3061;5.88;1.0622;4676;2047;4376;NA
architects;3062;5.88;1.3797;NA;NA;4640;NA
audio;3063;5.88;1.8805;2384;NA;NA;NA
austria;3064;5.88;1.2879;NA;4236;NA;NA
celeb;3065;5.88;1.4658;4044;NA;NA;NA
chosen;3066;5.88;1.1183;NA;1765;2725;2286
city's;3067;5.88;1.2720;NA;NA;NA;NA
coordinator;3068;5.88;1.0622;NA;NA;2661;NA
cyber;3069;5.88;1.4797;4614;NA;NA;NA
deserves;3070;5.88;1.8913;3609;NA;4135;NA
distinguish;3071;5.88;1.4090;NA;3363;NA;NA
drivin;3072;5.88;1.4234;NA;NA;NA;4522
entire;3073;5.88;1.1183;1371;961;829;4638
evidently;3074;5.88;1.3498;NA;3221;NA;NA
expanded;3075;5.88;1.1542;NA;4134;2398;NA
feedback;3076;5.88;0.9613;3503;4754;NA;NA
field;3077;5.88;1.1891;1092;432;661;1960
flew;3078;5.88;1.5990;NA;NA;NA;2774
founder;3079;5.88;1.1183;NA;NA;1617;NA
hip;3080;5.88;1.3797;2287;NA;NA;1211
includes;3081;5.88;1.5205;4205;1688;789;NA
keeps;3082;5.88;1.3192;1239;4805;3168;602
leaders;3083;5.88;1.3192;2876;1242;704;4323
lmaooo;3084;5.88;2.0368;3236;NA;NA;NA
mary;3085;5.88;1.4090;2271;1333;617;1117
mood;3086;5.88;1.6368;1156;3844;4071;1664
mrs;3087;5.88;1.4090;3379;687;274;3680
october;3088;5.88;1.4234;3547;1091;515;NA
organism;3089;5.88;1.2061;NA;4536;NA;NA
outlook;3090;5.88;1.1891;4960;NA;4476;NA
philharmonic;3091;5.88;1.5732;NA;NA;4122;NA
physical;3092;5.88;1.2229;3607;596;2429;3221
poland;3093;5.88;1.3346;NA;4215;3738;NA
primary;3094;5.88;1.1183;NA;916;1685;NA
printed;3095;5.88;0.9613;NA;1942;4649;NA
privacy;3096;5.88;2.1537;2732;NA;4516;NA
pro;3097;5.88;1.3192;987;3087;273;3562
producer;3098;5.88;1.3649;NA;NA;1450;NA
railroad;3099;5.88;1.3649;NA;3011;4000;3594
researchers;3100;5.88;1.3944;NA;4382;2761;NA
scout;3101;5.88;1.0999;4721;NA;NA;NA
sequence;3102;5.88;1.3192;NA;2077;NA;NA
sovereign;3103;5.88;1.3801;NA;3817;NA;NA
speaking;3104;5.88;1.1183;1908;1371;2067;2263
sustained;3105;5.88;1.4090;NA;3784;NA;NA
town;3106;5.88;1.5338;793;580;730;335
twilight;3107;5.88;1.9128;794;NA;NA;2707
victoria;3108;5.88;1.2395;4383;NA;4040;NA
weather;3109;5.88;1.5205;513;2270;2070;1367
whole;3110;5.88;1.3346;438;230;953;341
yeh;3111;5.88;1.5602;4495;NA;NA;1992
pun;3112;5.88;1.7159;NA;NA;NA;4110
demonstration;3113;5.88;1.2185;NA;4670;NA;NA
misty;3114;5.88;1.8779;NA;NA;NA;4848
sovereignty;3115;5.88;1.7516;NA;4756;NA;NA
scripture;3116;5.88;1.7336;NA;4510;NA;NA
sleigh;3117;5.88;1.8175;NA;NA;NA;3621
flex;3118;5.87;1.1575;NA;NA;NA;3240
2morrow;3119;5.86;1.3095;NA;NA;NA;NA
adopted;3120;5.86;1.6538;NA;1537;2835;NA
aim;3121;5.86;1.1068;2573;2547;NA;2318
amounts;3122;5.86;1.2124;NA;2585;3601;NA
applied;3123;5.86;1.2938;NA;835;2921;NA
arrangement;3124;5.86;1.1250;NA;2355;4619;NA
articles;3125;5.86;1.1782;2764;1676;1800;NA
balls;3126;5.86;1.2124;2141;NA;NA;1937
barbie;3127;5.86;1.6037;4356;NA;NA;NA
bear;3128;5.86;1.8518;1888;1443;2354;1330
boogie;3129;5.86;1.9379;NA;NA;NA;1687
bridge;3130;5.86;1.3999;2819;2069;1128;759
brooks;3131;5.86;1.3704;NA;NA;3587;NA
brother-in-law;3132;5.86;1.5254;NA;NA;NA;NA
chrome;3133;5.86;1.4287;4060;NA;NA;2132
club;3134;5.86;1.6414;599;2273;452;721
columbus;3135;5.86;1.3250;NA;NA;2786;NA
connect;3136;5.86;1.4848;2724;NA;NA;3798
constitutional;3137;5.86;1.6037;NA;2520;2795;NA
contemporary;3138;5.86;1.0882;NA;1794;2017;NA
country's;3139;5.86;1.3704;NA;NA;NA;NA
credit;3140;5.86;1.6661;1220;1483;495;2846
credits;3141;5.86;1.3403;NA;NA;2093;NA
curve;3142;5.86;1.4848;NA;2156;NA;NA
diverse;3143;5.86;1.5388;NA;4421;NA;NA
dj;3144;5.86;1.4984;1217;NA;NA;1020
effort;3145;5.86;1.6289;2682;1077;841;NA
engineering;3146;5.86;1.4848;NA;2240;2422;NA
equipment;3147;5.86;0.9691;NA;1452;1463;NA
figures;3148;5.86;1.1782;NA;1158;879;3748
freeway;3149;5.86;1.5388;NA;NA;NA;3851
front-page;3150;5.86;1.0882;NA;NA;NA;NA
frontier;3151;5.86;1.2779;NA;3695;NA;NA
hotter;3152;5.86;1.5388;NA;NA;NA;3170
household;3153;5.86;1.6538;NA;2423;NA;NA
integration;3154;5.86;1.7498;NA;2826;NA;NA
introduce;3155;5.86;0.9691;NA;3904;4486;4753
japan's;3156;5.86;1.1608;NA;NA;NA;NA
jennifer;3157;5.86;1.3999;3936;NA;1532;NA
keep;3158;5.86;1.0692;246;523;485;111
layout;3159;5.86;0.9037;NA;NA;NA;NA
lens;3160;5.86;1.4984;NA;4773;NA;NA
leo;3161;5.86;1.4848;4601;NA;3611;NA
located;3162;5.86;1.3554;NA;1993;NA;NA
metro;3163;5.86;1.5254;3472;NA;1090;NA
newman;3164;5.86;1.2124;NA;NA;3945;NA
nut;3165;5.86;1.4984;4695;NA;NA;2932
nuts;3166;5.86;1.6289;2417;NA;NA;2182
observations;3167;5.86;1.0692;NA;1958;NA;NA
obtain;3168;5.86;1.3403;NA;1418;4081;NA
pc;3169;5.86;1.4287;1206;NA;NA;NA
position;3170;5.86;1.1250;2836;348;784;2113
potter;3171;5.86;1.7958;3584;NA;NA;NA
president;3172;5.86;2.1094;1180;578;63;2729
productions;3173;5.86;1.2291;NA;NA;3620;NA
property;3174;5.86;1.5651;3462;582;1157;NA
pumping;3175;5.86;1.3704;NA;NA;NA;4551
revelation;3176;5.86;1.4848;NA;4003;NA;4813
road;3177;5.86;1.0882;764;776;486;407
sand;3178;5.86;1.5780;4444;2538;4811;989
seat;3179;5.86;1.0500;1327;2244;2318;1420
services;3180;5.86;1.5780;1634;601;182;NA
sound;3181;5.86;1.2779;644;825;994;371
survival;3182;5.86;1.5909;NA;3121;4932;3819
teens;3183;5.86;1.5520;4230;NA;NA;NA
thursday;3184;5.86;1.1068;1105;NA;226;4755
trained;3185;5.86;1.4984;NA;3008;3884;NA
variations;3186;5.86;1.1954;NA;2890;NA;NA
viewers;3187;5.86;1.2779;NA;NA;3290;NA
wrapped;3188;5.86;1.3095;4085;NA;NA;1809
attitudes;3189;5.86;1.3070;NA;2349;NA;NA
autonomy;3190;5.86;1.5943;NA;4790;NA;NA
concentrated;3191;5.86;1.2910;NA;3593;NA;NA
deeper;3192;5.86;1.3385;NA;3713;NA;1266
fifteen;3193;5.86;1.0206;NA;2408;NA;3422
fourteen;3194;5.86;1.3385;NA;4302;NA;NA
gum;3195;5.86;1.3844;NA;NA;NA;4664
liquid;3196;5.86;1.1726;NA;2203;NA;4094
organizational;3197;5.86;1.2583;NA;3501;NA;NA
output;3198;5.86;1.3844;NA;1351;NA;NA
phenomena;3199;5.86;1.6073;NA;2602;NA;NA
seal;3200;5.86;1.5138;NA;4642;NA;3807
concentration;3201;5.85;1.5573;NA;1581;NA;NA
props;3202;5.85;1.4141;NA;NA;NA;4243
construct;3203;5.85;1.5177;NA;4280;NA;NA
amount;3204;5.84;1.2993;2140;550;1159;4524
angeles;3205;5.84;1.5566;2466;4196;674;NA
appear;3206;5.84;0.8172;3489;665;1263;2738
arena;3207;5.84;1.0174;NA;NA;3905;NA
banking;3208;5.84;1.6458;NA;4549;1949;NA
baseball;3209;5.84;1.7304;2499;NA;234;NA
begun;3210;5.84;1.0373;NA;2395;2062;1443
being;3211;5.84;1.6081;177;100;177;489
benz;3212;5.84;1.8446;NA;NA;NA;2001
blogs;3213;5.84;1.7654;2218;NA;NA;NA
buck;3214;5.84;1.7769;NA;NA;NA;1381
canadian;3215;5.84;1.8556;2325;2984;934;NA
checks;3216;5.84;1.5434;4212;NA;4230;4268
chicago;3217;5.84;1.5301;1234;1520;650;3787
circles;3218;5.84;1.1843;NA;4082;NA;2178
classes;3219;5.84;1.3303;1846;1254;3360;NA
colorado;3220;5.84;1.1314;4194;NA;2754;NA
coming;3221;5.84;1.2014;329;822;828;284
conducting;3222;5.84;1.0174;NA;NA;4691;NA
crossword;3223;5.84;1.5566;NA;NA;4384;NA
curry;3224;5.84;1.8223;4094;NA;NA;NA
decide;3225;5.84;1.2513;1718;2648;1941;1470
descriptions;3226;5.84;1.1493;NA;4346;NA;NA
desktop;3227;5.84;1.5032;3356;NA;NA;NA
element;3228;5.84;1.0373;NA;1346;NA;NA
enter;3229;5.84;1.2835;990;1409;2923;2305
escaped;3230;5.84;1.9416;NA;4430;NA;NA
ethnic;3231;5.84;1.3303;NA;2912;2925;NA
experimental;3232;5.84;1.4479;NA;1786;NA;NA
feelings;3233;5.84;1.7186;2484;1515;4097;821
germans;3234;5.84;1.7998;NA;3381;NA;NA
gets;3235;5.84;1.2993;429;2855;1454;461
grain;3236;5.84;1.2675;NA;2753;NA;3310
grammar;3237;5.84;1.4337;NA;4438;NA;NA
gravity;3238;5.84;1.5826;NA;4050;NA;3505
hear;3239;5.84;1.2014;364;969;1515;141
her;3240;5.84;1.0759;90;41;43;66
history;3241;5.84;1.5032;600;220;399;1341
individuals;3242;5.84;0.9971;NA;915;2970;NA
landed;3243;5.84;1.0373;4190;4696;NA;NA
lands;3244;5.84;1.3303;NA;1755;NA;3076
lays;3245;5.84;1.5032;NA;NA;NA;4882
maryland;3246;5.84;1.6704;NA;NA;3295;NA
matrix;3247;5.84;1.4194;NA;2888;NA;NA
mexico;3248;5.84;1.7186;2355;1772;1443;2948
nationwide;3249;5.84;1.2513;NA;NA;2336;NA
ooh;3250;5.84;1.8223;2043;NA;NA;279
oral;3251;5.84;1.8223;NA;2630;NA;NA
patents;3252;5.84;1.0568;NA;NA;4186;NA
poster;3253;5.84;1.1314;1772;NA;NA;NA
producing;3254;5.84;1.3303;NA;2377;3936;NA
programming;3255;5.84;1.5167;NA;4827;4026;NA
prophet;3256;5.84;1.9205;NA;4465;NA;4788
provisions;3257;5.84;1.5566;NA;2036;3608;NA
puff;3258;5.84;1.4758;NA;NA;NA;2089
quartet;3259;5.84;1.2182;NA;NA;3586;NA
realize;3260;5.84;1.0759;1436;2933;2637;848
really;3261;5.84;1.4896;79;517;397;145
responses;3262;5.84;1.1493;NA;2260;NA;NA
sample;3263;5.84;0.9337;4263;1435;NA;4427
shoe;3264;5.84;1.4479;3351;NA;NA;2901
showing;3265;5.84;0.8418;1612;1677;1609;2418
ski;3266;5.84;1.3303;3622;NA;4686;NA
stages;3267;5.84;1.5434;NA;2196;NA;NA
stored;3268;5.84;1.0947;NA;3879;NA;NA
suggestion;3269;5.84;1.3149;NA;3352;NA;NA
tall;3270;5.84;1.3607;3245;3228;4662;1178
telephone;3271;5.84;1.9098;NA;3019;853;1714
theoretical;3272;5.84;1.1132;NA;2224;NA;NA
uk;3273;5.84;1.5696;943;3708;NA;NA
urban;3274;5.84;1.5566;3299;1511;1639;NA
watching;3275;5.84;1.2182;151;3210;2294;669
web;3276;5.84;1.7422;603;2500;1259;3811
absorption;3277;5.84;1.3593;NA;3345;NA;NA
constructed;3278;5.84;1.4046;NA;2719;NA;NA
dimensions;3279;5.84;1.2966;NA;2954;NA;NA
examples;3280;5.84;1.4627;NA;1245;NA;NA
interpretation;3281;5.84;1.1963;NA;1494;NA;NA
programme;3282;5.84;1.4046;NA;3077;NA;NA
relating;3283;5.84;1.3126;NA;2959;NA;NA
shades;3284;5.84;1.4046;NA;NA;NA;2536
subtle;3285;5.84;1.4484;NA;4853;NA;NA
instruction;3286;5.83;1.2604;NA;2113;NA;NA
rotation;3287;5.83;1.3101;NA;4637;NA;NA
wagon;3288;5.83;1.3240;NA;NA;NA;4890
10pm;3289;5.82;1.2237;NA;NA;NA;NA
7-9pm;3290;5.82;1.4384;NA;NA;NA;NA
apply;3291;5.82;0.8003;3522;1622;2834;NA
arising;3292;5.82;1.3952;NA;4200;NA;NA
bar;3293;5.82;1.8035;487;1924;1474;919
becoming;3294;5.82;0.9190;2405;1770;2100;4014
blogging;3295;5.82;1.4803;2575;NA;NA;NA
closer;3296;5.82;1.1008;2391;2799;2731;791
come;3297;5.82;1.0039;131;174;278;54
communications;3298;5.82;1.3354;NA;3113;1227;NA
connection;3299;5.82;1.1192;2674;1218;2256;3474
consistent;3300;5.82;1.6744;NA;2411;NA;NA
cow;3301;5.82;1.4665;2289;NA;NA;3444
detail;3302;5.82;1.1373;4113;1744;4249;NA
diplomatic;3303;5.82;1.6374;NA;NA;3659;NA
east;3304;5.82;1.2887;1122;569;214;1270
eatin;3305;5.82;1.5739;4218;NA;NA;NA
emphasized;3306;5.82;1.4384;NA;4509;NA;NA
endowment;3307;5.82;1.5077;NA;NA;4771;NA
entered;3308;5.82;1.0240;1970;1301;2624;NA
expressed;3309;5.82;1.3506;NA;1116;2006;NA
fig;3310;5.82;1.4665;NA;338;NA;NA
have;3311;5.82;0.8497;24;28;28;52
hearing;3312;5.82;1.4803;1695;2100;1278;2217
homey;3313;5.82;2.0572;NA;NA;NA;3217
hundred;3314;5.82;1.3354;NA;633;4108;986
investment;3315;5.82;1.8148;3947;1503;627;NA
involved;3316;5.82;1.3354;2458;756;850;3876
irish;3317;5.82;1.5868;2835;2124;2782;NA
jean;3318;5.82;1.5739;NA;3498;1792;4677
key;3319;5.82;1.0631;746;1101;1387;990
landing;3320;5.82;1.2403;NA;4915;4936;NA
lived;3321;5.82;1.5996;2299;1044;1107;1123
maine;3322;5.82;1.4941;NA;NA;3638;NA
maker;3323;5.82;1.0437;3661;NA;1830;3353
many;3324;5.82;1.4384;263;88;95;266
met;3325;5.82;0.9190;703;869;1059;476
montreal;3326;5.82;1.2567;NA;NA;3131;NA
nashville;3327;5.82;1.3200;4496;NA;NA;NA
opinion;3328;5.82;1.3354;1385;782;1484;4630
owl;3329;5.82;1.8592;2697;NA;NA;NA
pair;3330;5.82;1.1899;2039;2414;3495;2387
path;3331;5.82;1.1551;3757;1552;3180;1222
peoples;3332;5.82;1.3656;3927;2931;NA;3686
philosophers;3333;5.82;1.7460;NA;4914;NA;NA
publisher;3334;5.82;1.0821;NA;NA;2222;NA
quickly;3335;5.82;1.4525;2195;1298;1439;2470
realised;3336;5.82;1.3805;4394;NA;NA;NA
regarded;3337;5.82;1.1726;NA;1395;4705;NA
royal;3338;5.82;1.6374;3266;1200;2562;4137
sane;3339;5.82;1.6123;NA;NA;NA;3418
sister-in-law;3340;5.82;1.5739;NA;NA;NA;NA
southwest;3341;5.82;1.5868;NA;NA;4561;NA
spanish;3342;5.82;1.2567;2027;1543;2680;2914
sum;3343;5.82;1.1373;1033;1659;NA;4682
talks;3344;5.82;1.2070;1832;NA;1053;2593
teen-agers;3345;5.82;1.7225;NA;NA;NA;NA
tennessee;3346;5.82;1.2728;NA;NA;3781;2831
toronto;3347;5.82;1.7577;2678;NA;2219;NA
upper;3348;5.82;0.9190;4524;979;1508;NA
woot;3349;5.82;1.5996;2026;NA;NA;NA
workin;3350;5.82;1.6866;3075;NA;NA;3888
diversity;3351;5.82;1.7401;NA;3777;NA;NA
ideology;3352;5.82;1.4387;NA;4032;NA;NA
mist;3353;5.82;1.5768;NA;NA;NA;2866
movements;3354;5.82;1.0738;NA;1684;NA;NA
outline;3355;5.82;1.2694;NA;4029;NA;NA
continually;3356;5.81;1.0848;NA;4219;NA;NA
obtaining;3357;5.81;1.3616;NA;4141;NA;NA
6pm;3358;5.80;1.2454;NA;NA;NA;NA
accordingly;3359;5.80;1.2778;NA;2573;NA;NA
acquisition;3360;5.80;1.5253;NA;3993;1902;NA
addressed;3361;5.80;1.2122;NA;2668;3430;NA
analysis;3362;5.80;1.4286;4134;439;1436;NA
appearance;3363;5.80;1.4846;NA;1199;2613;NA
attention;3364;5.80;1.4846;1481;577;1172;1506
attitude;3365;5.80;1.5908;3225;1495;3546;2063
bean;3366;5.80;1.3553;4331;NA;NA;NA
becomes;3367;5.80;0.9476;3043;779;2118;1999
belong;3368;5.80;1.7023;4187;2809;NA;779
brings;3369;5.80;1.1066;1804;3029;3259;1091
caffeine;3370;5.80;2.1571;4405;NA;NA;NA
changing;3371;5.80;1.4428;1927;1851;2348;1365
climate;3372;5.80;1.4286;2958;2909;4348;NA
commonly;3373;5.80;1.3851;NA;2008;NA;NA
courses;3374;5.80;1.3702;NA;3086;3964;NA
crib;3375;5.80;1.5119;3016;NA;NA;1877
definition;3376;5.80;1.1780;NA;1425;NA;NA
determine;3377;5.80;1.3401;NA;1227;2239;NA
director;3378;5.80;1.4846;2773;1887;121;NA
double;3379;5.80;1.3702;1358;1419;1871;1112
dude;3380;5.80;1.7023;531;NA;NA;1990
entre;3381;5.80;1.5119;NA;NA;NA;2044
establishing;3382;5.80;1.3997;NA;3614;NA;NA
extended;3383;5.80;1.2289;4426;1626;1900;NA
finding;3384;5.80;1.2122;1419;1701;2005;2055
god's;3385;5.80;2.2497;NA;1915;NA;NA
gradually;3386;5.80;1.2122;NA;1941;NA;NA
group's;3387;5.80;1.1952;NA;NA;NA;NA
grove;3388;5.80;1.0690;NA;NA;4617;NA
hai;3389;5.80;1.4983;NA;NA;NA;2829
headed;3390;5.80;0.8571;1187;3502;2282;1675
ice;3391;5.80;1.4846;623;2128;2243;692
interior;3392;5.80;0.8806;NA;2587;2759;NA
kentucky;3393;5.80;1.2778;NA;NA;3953;4734
known;3394;5.80;1.3851;1775;268;518;628
league;3395;5.80;1.1606;2314;2593;536;NA
liberal;3396;5.80;2.1665;NA;2085;2828;NA
lmao;3397;5.80;1.8952;293;NA;NA;NA
master's;3398;5.80;1.4846;NA;NA;NA;NA
men's;3399;5.80;1.3702;NA;4765;NA;NA
mix;3400;5.80;0.9258;1293;4685;3647;1913
model;3401;5.80;1.0880;1736;495;1746;3712
mostly;3402;5.80;1.1606;1917;2586;1810;4843
mouth;3403;5.80;1.1952;1282;1388;NA;591
networks;3404;5.80;1.3702;3221;3557;2900;NA
northeast;3405;5.80;1.5119;NA;NA;3514;NA
outside;3406;5.80;1.6782;503;674;752;609
paper;3407;5.80;1.1952;519;590;1247;932
pardon;3408;5.80;1.6288;NA;NA;NA;3139
perceive;3409;5.80;1.2778;NA;4595;NA;NA
pilots;3410;5.80;1.4286;NA;NA;4629;NA
podcast;3411;5.80;1.3401;2363;NA;NA;NA
practice;3412;5.80;1.3401;1380;537;1171;3830
psychology;3413;5.80;1.3401;NA;1792;4536;NA
pumped;3414;5.80;1.5908;4656;NA;NA;NA
rapid;3415;5.80;1.2936;NA;1789;NA;NA
reconstruction;3416;5.80;1.6036;NA;4466;NA;NA
rehearsal;3417;5.80;1.2778;4835;NA;NA;NA
responsible;3418;5.80;1.6537;4621;1408;1755;NA
roads;3419;5.80;1.1066;3070;3025;4731;2555
root;3420;5.80;1.2617;4418;2302;NA;4549
rubber;3421;5.80;1.3553;NA;4222;NA;2734
sales;3422;5.80;1.1066;999;1896;280;NA
sending;3423;5.80;0.9258;1629;4018;3365;2925
shaped;3424;5.80;1.2122;NA;3028;NA;NA
simultaneously;3425;5.80;1.2617;NA;3527;NA;NA
spoke;3426;5.80;0.9035;3940;1642;1984;1961
stock;3427;5.80;1.1066;1729;1206;276;4777
tended;3428;5.80;1.1429;NA;4055;NA;NA
vivo;3429;5.80;1.4983;NA;NA;NA;2937
vote;3430;5.80;1.5779;479;2149;728;NA
wind;3431;5.80;1.6036;877;1453;2942;417
write;3432;5.80;1.4708;660;985;1706;795
yellow;3433;5.80;1.4569;1335;2009;3794;1383
seated;3434;5.80;1.2204;NA;4528;NA;NA
behaviour;3435;5.80;1.4139;NA;2400;NA;NA
description;3436;5.80;1.1361;NA;1168;NA;NA
dimension;3437;5.80;1.2580;NA;3932;NA;NA
gender;3438;5.80;1.2413;NA;2676;NA;NA
impulse;3439;5.80;1.2244;NA;4342;NA;NA
involve;3440;5.80;1.3382;NA;2998;NA;NA
maintaining;3441;5.80;1.4997;NA;3649;NA;NA
manufacture;3442;5.80;1.4286;NA;3967;NA;NA
occupation;3443;5.80;1.5809;NA;2854;NA;NA
provinces;3444;5.80;1.3382;NA;3302;NA;NA
quantity;3445;5.80;1.3226;NA;1767;NA;NA
sentiment;3446;5.80;1.9037;NA;4369;NA;NA
natives;3447;5.79;1.4580;NA;3935;NA;NA
thirty;3448;5.79;1.1662;NA;1241;NA;2859
arch;3449;5.79;1.3114;NA;3308;NA;NA
actions;3450;5.78;0.8873;4946;1345;2268;3792
added;3451;5.78;1.2982;1295;766;348;NA
additional;3452;5.78;1.2501;NA;1151;1250;NA
admission;3453;5.78;1.0359;NA;4105;1555;NA
ahhhh;3454;5.78;1.8438;3339;NA;NA;NA
ambassador;3455;5.78;1.5687;NA;4971;2658;NA
amber;3456;5.78;1.5022;4535;NA;NA;NA
anna;3457;5.78;1.2664;NA;NA;2645;NA
annie;3458;5.78;1.4886;NA;NA;NA;3603
attributes;3459;5.78;1.0160;NA;3771;NA;NA
auction;3460;5.78;1.5425;4039;NA;2582;NA
aware;3461;5.78;1.4748;4270;1657;2756;3009
backup;3462;5.78;1.3746;4417;NA;NA;NA
britain;3463;5.78;1.8767;NA;1317;1713;NA
carefully;3464;5.78;1.5292;NA;1689;3482;NA
century;3465;5.78;1.4609;4104;340;1205;3263
challenge;3466;5.78;1.7177;2053;2464;1495;4883
characters;3467;5.78;1.4039;2821;1844;2203;NA
colleague;3468;5.78;1.3746;NA;NA;2080;NA
containing;3469;5.78;0.9957;NA;1546;NA;NA
contest;3470;5.78;1.4039;1356;NA;4046;NA
convince;3471;5.78;1.1301;4833;NA;NA;4519
downtown;3472;5.78;1.5158;1907;NA;2301;1984
drives;3473;5.78;1.4039;3558;NA;NA;2239
ebay;3474;5.78;1.7761;2327;NA;NA;NA
egyptian;3475;5.78;1.5556;NA;4365;NA;NA
entering;3476;5.78;1.0160;NA;3264;4511;NA
featuring;3477;5.78;1.0359;3382;NA;3425;1679
fed;3478;5.78;1.4886;2570;3384;2928;1981
fibers;3479;5.78;1.2824;NA;4660;NA;NA
fitted;3480;5.78;1.3893;NA;4469;NA;NA
flows;3481;5.78;1.3596;NA;3818;NA;1725
founding;3482;5.78;1.4609;NA;NA;2945;NA
frequent;3483;5.78;1.1119;NA;2265;3488;NA
having;3484;5.78;1.0160;236;248;616;955
hd;3485;5.78;1.2982;1828;NA;NA;NA
hosted;3486;5.78;1.3293;4793;NA;NA;NA
hottest;3487;5.78;2.1880;3479;NA;NA;NA
intervals;3488;5.78;1.2982;NA;3722;NA;NA
inventory;3489;5.78;1.4609;NA;4993;4706;NA
lift;3490;5.78;1.0359;3696;4772;4224;1224
link;3491;5.78;1.1119;729;2761;3629;4171
lot;3492;5.78;1.3746;334;1244;364;441
march;3493;5.78;1.2824;1068;695;202;2769
mare;3494;5.78;1.3596;NA;NA;NA;4833
morality;3495;5.78;1.7990;NA;3710;NA;NA
newton;3496;5.78;1.0160;NA;NA;4454;NA
optical;3497;5.78;1.1301;NA;4567;NA;NA
passages;3498;5.78;1.2337;NA;3528;NA;NA
plasma;3499;5.78;1.5556;NA;3329;NA;NA
plates;3500;5.78;1.3293;NA;3304;NA;NA
poker;3501;5.78;1.6073;2128;NA;NA;NA
pops;3502;5.78;1.7058;4582;NA;NA;3356
possibly;3503;5.78;1.2002;2116;1773;3008;4907
realized;3504;5.78;1.4609;1434;2370;2669;2495
record;3505;5.78;1.4039;1004;1026;529;1260
resident;3506;5.78;1.0934;4694;4594;1591;NA
respond;3507;5.78;1.0554;3633;3430;2917;NA
rural;3508;5.78;1.6573;NA;1680;3788;NA
shuttle;3509;5.78;0.9322;4654;NA;4103;NA
society;3510;5.78;1.4184;2362;297;490;2520
texts;3511;5.78;1.4039;4366;2763;NA;NA
total;3512;5.78;0.9538;1450;408;802;2441
trying;3513;5.78;1.1657;273;1235;535;353
uploaded;3514;5.78;1.1301;2219;NA;NA;NA
various;3515;5.78;0.8640;3823;356;1582;NA
volume;3516;5.78;1.5022;4348;753;2548;NA
wheel;3517;5.78;0.9322;4032;3741;NA;1278
woo;3518;5.78;1.5425;1822;NA;NA;1584
workers;3519;5.78;1.1830;3570;743;684;NA
workout;3520;5.78;2.0829;1816;NA;NA;NA
yess;3521;5.78;1.7990;4947;NA;NA;NA
sober;3522;5.78;1.9772;NA;NA;NA;3528
components;3523;5.78;1.3733;NA;1840;NA;NA
defined;3524;5.78;1.2122;NA;1075;NA;NA
flashing;3525;5.78;1.6491;NA;NA;NA;3555
momento;3526;5.78;1.6491;NA;NA;NA;3682
movin;3527;5.78;1.2791;NA;NA;NA;2335
rollin;3528;5.78;1.4033;NA;NA;NA;1911
rover;3529;5.78;1.5037;NA;NA;NA;4540
vessel;3530;5.78;1.2461;NA;2519;NA;NA
printing;3531;5.77;1.3565;NA;3426;NA;NA
spatial;3532;5.77;1.1713;NA;4057;NA;NA
corresponding;3533;5.77;1.1075;NA;1847;NA;NA
